id,brand_primary,lex_label,lex_score,text_clean_base
886,hdi seguros,neu,0.0,hdi seguros obtuvo la autorización de la superintendencia financiera para la fusión entre hdi seguros y hdi seguros colombia. la empresa se encuentra preparando todos los ajustes necesarios para operar como una única entidad hdi seguros obtuvo la autorización de la superintendencia financiera para la fusión entre hdi seguros y hdi seguros colombia. la empresa se encuentra preparando todos los ajustes necesarios para operar como una única entidad
4614,,neu,0.0,clasificados a la seleccion colombia - positiva compañia de seguros 2024 de patinaje de velocidad ✅ kollin castro es team clasificados a la seleccion colombia - positiva compañia de seguros 2024 de patinaje de velocidad ✅ kollin castro es team
4892,fiduciaria previsora,neu,0.0,ese benemérito jaime dusan fue maestro en el huila y fue escalando puestos politicos que con los votos de fecode llego al senado y fundó a fomag que con la previsora guardan los ahorros pensionales de los docente! ahora esta que lo acaba para llevarlo a colpensiones! mala gente! ese benemérito jaime dusan fue maestro en el huila y fue escalando puestos politicos que con los votos de fecode llego al senado y fundó a fomag que con la previsora guardan los ahorros pensionales de los docente! ahora esta que lo acaba para llevarlo a colpensiones! mala gente!
4488,,neu,0.0,invité visita y se me rompió el tubo del agua 🫠 invité visita y se me rompió el tubo del agua 🫠
11624,,neu,0.0,"no responden llamadas, no responden chats y su assis tampoco tiene datos para responder oportunamente. entonces?? arl no responden llamadas, no responden chats y su assis tampoco tiene datos para responder oportunamente. entonces?? arl"
6814,sura,neu,0.0,"relevo en presidencia de grupo sura: ricardo jaramillo reemplaza a gonzalo a. pérez luego de permanecer cuatro a os al frente de uno luego de permanecer cuatro años al frente de uno de los conglomerados financieros y empresariales más importantes del país, grupo suramericana de inversiones (grupo sura), se retira del cargo gonzalo..."
7778,,neu,0.0,"¿en qué consiste la hora del planeta que se celebrará durante este fin de semana? ...internacional. en cuanto a las empresas que apoyarán la incitativa, wwf destacó la participación de organizaciones como coca-cola, sanitas, tetra pak, santander y mapfre, corporaciones principalmente españolas. cueto aseguró que algunas empresas colombianas..."
12768,,neu,0.0,"seguros de viaje: ¿qué cubren y cuánto valen? ...60. tags: seguros, seguros sura, viajes inscríbete a nuestro boletín de noticias síguenos en whatsapp channels ¿ya eres premium? suscríbete acá"
2529,mapfre,neu,0.0,"conozca la aplicación que ayudará a resolver choques de tránsito simples ...con una póliza voluntaria de autos con alguna de estas compañías, pueden hacer uso de la aplicación: axa colpatria. seguros bolívar. liberty seguros. mapfre seguros. previsora seguros. sbs seguros. seguros generales suramericana. con esta información, las..."
7828,fiduciaria previsora,neu,0.0,comunicado sobre el teletrabajo ewn previsora seguros comunicado sobre el teletrabajo ewn previsora seguros
12216,,neu,0.0,¿es la nueva forma de robarle al ciudadano? ¿simplemente debo aceptar que me roben 50.070 pesos que me sirve para más cosas? pido a que haga algo… por qué yo como muchos les pasa igual y quien regula esto…. que me demuestren que yo tomé ese servicio. ¿es la nueva forma de robarle al ciudadano? ¿simplemente debo aceptar que me roben 50.070 pesos que me sirve para más cosas? pido a que haga algo… por qué yo como muchos les pasa igual y quien regula esto…. que me demuestren que yo tomé ese servicio.
8843,,neu,0.0,grupo bancolombia hace parte del grupo sura. enroque no hay más. grupo bancolombia hace parte del grupo sura. enroque no hay más.
8891,,neu,0.0,en qué fecha se realizará ? en qué fecha se realizará ?
2757,fiduciaria previsora,neu,0.0,y la previsora que es pública?? y la previsora que es pública??
12567,,neu,0.0,que personaje ese rasero! que personaje ese rasero!
5367,,neu,0.0,ahora nos atracan de frente. porque en alianza con me están cobrando un seguro que nunca solicité? exijo que me den aclaración sobre el tema ya que por la línea 923 no hacen nada! ahora nos atracan de frente. porque en alianza con me están cobrando un seguro que nunca solicité? exijo que me den aclaración sobre el tema ya que por la línea 923 no hacen nada!
7416,,neu,0.0,así o más descarado…renuncie!! así o más descarado…renuncie!!
12876,seguros bolivar,neu,0.0,"segundo aniversario de bodas ...brayan smith sánchezperiodista alianza brayan smith sánchez - 05/17/2025 contigo seguros estableció alianza estratégica con seguros bolívar y sura, para fortalecer la protección de los neivanos. las empresas... reconocimiento de tropa en el batallón cacica..."
6669,,neu,0.0,"(videcolumna) la historia de la reforma pensional ...el acuerdo de las eps periodistaifm3 - abril 25, 2024 ultimas noticias ricardo jaramillo mejía asume la presidencia de grupo sura periodistaifm1-n - abril 25, 2024 ultimas noticias ""si es guerra es guerra"": petro tras operación militar en el cauca..."
6196,sura,neu,-0.062,"vaxthera, la vacuna ""made in colombia"" es una realidad y marca un hito en la soberanía sanitaria vaxthera: innovación y soberanía sanitaria en colombia el 29 de junio de 2021 seguros sura anunció la creación de vaxthera , con el objetivo de consolidar la autonomía sanitaria de colombia. esta empresa de biotecnología, se enfocaría en la..."
